state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,day_of_week,week_number,month_number
Nevada,No,1,0,Other,M,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Small,6,52,1
Arizona,No,0,4,Unemployed,M,Urban,Married,Personal Auto,1,3,Agent,Luxury,Medsize,5,6,2
Oregon,No,0,0,Employed,M,Suburban,Divorced,Personal Auto,1,1,Call Center,SUV,Medsize,3,7,2
Arizona,No,1,0,Employed,M,Rural,Married,Corporate Auto,1,1,Agent,Luxury,Medsize,6,7,2
California,No,0,1,Employed,F,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Large,0,2,1
Washington,No,0,1,Employed,F,Urban,Divorced,Corporate Auto,3,1,Branch,Two-Door Car,Medsize,6,7,2
Oregon,No,0,4,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,SUV,Large,5,1,1
Oregon,No,0,3,Employed,F,Suburban,Married,Personal Auto,2,4,Branch,Four-Door Car,Small,1,3,1
Arizona,No,1,4,Employed,F,Rural,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,1,6,2
Arizona,No,0,1,Employed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,5,8,2
Oregon,No,0,3,Employed,F,Rural,Married,Corporate Auto,1,3,Agent,Four-Door Car,Medsize,1,1,1
Oregon,No,0,1,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,3,1,1
Nevada,No,0,0,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Small,5,5,2
Arizona,No,1,3,Employed,F,Rural,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,6,7,2
California,No,1,3,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small,0,8,2
Arizona,No,0,4,Employed,F,Rural,Divorced,Personal Auto,3,2,Web,Four-Door Car,Medsize,3,6,2
Washington,Yes,2,0,Employed,F,Rural,Married,Personal Auto,3,2,Web,Four-Door Car,Medsize,5,7,2
California,Yes,0,0,Other,F,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Medsize,5,6,2
Arizona,No,1,0,Employed,F,Rural,Married,Personal Auto,1,2,Web,Four-Door Car,Medsize,1,2,1
Nevada,No,2,1,Other,M,Suburban,Divorced,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2,3,1
Oregon,No,1,0,Employed,F,Urban,Married,Personal Auto,1,4,Web,Four-Door Car,Medsize,0,5,1
Arizona,No,1,3,Employed,F,Urban,Married,Personal Auto,3,4,Web,Luxury,Medsize,6,3,1
Oregon,No,0,3,Employed,F,Urban,Married,Corporate Auto,3,3,Agent,SUV,Medsize,6,6,2
California,No,2,4,Employed,M,Suburban,Divorced,Personal Auto,2,2,Branch,Four-Door Car,Medsize,4,6,2
Oregon,No,0,1,Employed,F,Urban,Married,Corporate Auto,2,1,Agent,Four-Door Car,Medsize,1,4,1
California,No,1,3,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Luxury,Large,3,8,2
California,No,0,1,Employed,F,Suburban,Married,Special Auto,2,3,Call Center,Luxury,Small,3,1,1
California,No,0,3,Other,M,Urban,Divorced,Corporate Auto,1,1,Branch,SUV,Large,3,4,1
California,No,1,1,Employed,F,Rural,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize,4,7,2
Arizona,No,1,3,Unemployed,M,Suburban,Married,Corporate Auto,2,4,Agent,Two-Door Car,Medsize,1,2,1
Oregon,No,0,1,Unemployed,F,Suburban,Married,Personal Auto,3,1,Call Center,Luxury,Medsize,4,1,1
California,No,0,3,Employed,F,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,4,1,1
Oregon,No,1,4,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize,6,7,2
Arizona,No,0,1,Employed,M,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,1,7,2
Arizona,No,0,1,Unemployed,F,Suburban,Divorced,Personal Auto,1,3,Agent,Four-Door Car,Medsize,3,5,2
Oregon,No,2,0,Employed,M,Rural,Married,Corporate Auto,3,4,Agent,Two-Door Car,Medsize,0,2,1
Washington,No,1,4,Employed,F,Urban,Divorced,Corporate Auto,2,2,Call Center,Luxury,Medsize,5,1,1
Washington,No,0,3,Employed,M,Urban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Medsize,0,7,2
Oregon,Yes,2,1,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2,7,2
Nevada,No,0,0,Employed,F,Urban,Single,Special Auto,3,4,Call Center,Four-Door Car,Medsize,3,6,2
Oregon,No,1,0,Unemployed,F,Suburban,Married,Personal Auto,2,4,Branch,Two-Door Car,Small,5,8,2
Oregon,Yes,1,0,Employed,F,Suburban,Married,Personal Auto,1,3,Agent,Four-Door Car,Small,2,1,1
Arizona,No,1,0,Other,M,Suburban,Married,Corporate Auto,1,2,Agent,Four-Door Car,Large,4,2,1
Arizona,No,0,1,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,0,3,1
Arizona,No,0,1,Unemployed,F,Suburban,Single,Personal Auto,2,1,Web,Two-Door Car,Small,1,7,2
California,No,1,4,Employed,F,Urban,Married,Personal Auto,1,2,Branch,Two-Door Car,Medsize,0,3,1
Arizona,No,0,3,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Branch,Four-Door Car,Small,3,4,1
Washington,No,1,1,Employed,F,Suburban,Married,Personal Auto,2,2,Web,Two-Door Car,Medsize,4,2,1
Nevada,No,0,0,Unemployed,M,Suburban,Single,Corporate Auto,1,1,Call Center,Luxury,Medsize,4,2,1
Washington,No,2,0,Employed,F,Suburban,Married,Personal Auto,3,3,Call Center,Four-Door Car,Small,5,5,2
California,Yes,0,4,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Small,3,2,1
Arizona,No,0,0,Employed,F,Urban,Single,Corporate Auto,3,4,Agent,Four-Door Car,Medsize,3,3,1
California,No,1,0,Unemployed,F,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Small,6,3,1
Oregon,No,0,1,Employed,F,Rural,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize,3,5,2
California,No,0,1,Employed,M,Suburban,Married,Corporate Auto,1,2,Branch,SUV,Small,5,1,1
Nevada,No,1,0,Employed,M,Suburban,Married,Personal Auto,3,3,Agent,Two-Door Car,Medsize,5,7,2
California,No,1,0,Employed,F,Suburban,Single,Personal Auto,2,3,Call Center,Luxury,Small,2,8,2
Nevada,No,0,1,Employed,M,Urban,Single,Corporate Auto,2,1,Branch,Two-Door Car,Medsize,6,8,2
Washington,No,1,1,Unemployed,M,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,3,6,2
Washington,Yes,0,1,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Small,1,8,2
Oregon,Yes,2,4,Other,F,Suburban,Divorced,Personal Auto,3,1,Web,SUV,Medsize,6,6,2
Oregon,No,0,1,Unemployed,M,Suburban,Single,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,0,3,1
Arizona,No,1,3,Employed,F,Urban,Single,Personal Auto,3,1,Call Center,SUV,Medsize,4,2,1
Oregon,No,0,0,Unemployed,F,Suburban,Single,Corporate Auto,1,2,Branch,Two-Door Car,Medsize,0,1,1
Oregon,Yes,1,3,Other,M,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Medsize,0,7,2
Arizona,No,2,3,Other,F,Suburban,Married,Corporate Auto,3,1,Call Center,SUV,Medsize,3,7,2
Washington,No,0,4,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Medsize,5,2,1
Oregon,No,0,1,Employed,F,Urban,Married,Personal Auto,3,1,Branch,Luxury,Medsize,3,4,1
California,No,2,0,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,5,3,1
Oregon,No,2,3,Employed,M,Rural,Divorced,Personal Auto,3,1,Web,Four-Door Car,Medsize,0,9,2
Oregon,No,1,3,Employed,M,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,6,5,2
California,No,1,0,Employed,M,Suburban,Married,Personal Auto,3,4,Branch,Two-Door Car,Medsize,3,2,1
Nevada,No,2,0,Unemployed,F,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,1,6,2
Washington,No,2,1,Employed,M,Suburban,Married,Corporate Auto,2,1,Agent,Four-Door Car,Medsize,0,9,2
California,No,1,0,Unemployed,F,Suburban,Single,Personal Auto,1,1,Call Center,SUV,Medsize,3,4,1
Oregon,No,2,3,Unemployed,M,Suburban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Medsize,4,8,2
Arizona,Yes,0,3,Employed,F,Urban,Divorced,Personal Auto,2,2,Web,Two-Door Car,Medsize,3,7,2
Nevada,Yes,0,4,Employed,F,Rural,Married,Corporate Auto,3,2,Web,Four-Door Car,Large,0,1,1
California,No,1,0,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Two-Door Car,Medsize,6,5,2
Nevada,No,1,1,Employed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small,2,5,2
Oregon,Yes,0,3,Other,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2,2,1
Arizona,Yes,0,1,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Agent,SUV,Medsize,1,2,1
Nevada,No,0,0,Employed,M,Suburban,Divorced,Personal Auto,3,3,Web,Four-Door Car,Medsize,3,5,2
Nevada,Yes,0,1,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize,5,6,2
Oregon,No,0,0,Employed,F,Rural,Married,Corporate Auto,3,4,Agent,Four-Door Car,Medsize,4,1,1
Oregon,No,0,0,Other,F,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize,5,3,1
California,Yes,0,1,Other,M,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Medsize,0,2,1
Nevada,No,1,4,Employed,F,Urban,Married,Corporate Auto,1,1,Call Center,SUV,Medsize,1,8,2
California,No,0,4,Unemployed,M,Suburban,Married,Personal Auto,3,1,Agent,Luxury,Large,6,7,2
Nevada,No,0,1,Employed,F,Urban,Married,Personal Auto,1,2,Web,Four-Door Car,Small,5,4,1
California,No,0,1,Employed,F,Rural,Married,Corporate Auto,1,1,Web,Four-Door Car,Medsize,4,4,1
Oregon,Yes,0,3,Employed,M,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Small,6,5,2
California,No,1,0,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Large,4,4,1
Oregon,No,1,3,Unemployed,F,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Medsize,5,5,2
Arizona,No,2,1,Other,M,Suburban,Divorced,Personal Auto,3,1,Call Center,SUV,Large,2,7,2
Oregon,No,0,1,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Luxury,Small,0,5,1
Arizona,Yes,0,3,Employed,M,Suburban,Single,Personal Auto,1,2,Call Center,Four-Door Car,Small,6,5,2
Arizona,No,1,1,Employed,F,Suburban,Married,Personal Auto,2,3,Branch,Two-Door Car,Medsize,3,2,1
Nevada,No,1,0,Employed,F,Urban,Single,Corporate Auto,3,2,Agent,Four-Door Car,Small,1,6,2
California,No,0,1,Employed,F,Urban,Married,Personal Auto,2,2,Agent,Two-Door Car,Medsize,5,1,1
Oregon,No,0,4,Other,M,Rural,Married,Personal Auto,1,1,Call Center,SUV,Medsize,6,7,2
California,No,1,4,Employed,F,Urban,Married,Corporate Auto,2,1,Agent,SUV,Medsize,5,3,1
Washington,No,0,0,Unemployed,F,Suburban,Single,Personal Auto,2,1,Web,Four-Door Car,Large,6,6,2
California,Yes,0,0,Other,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Medsize,5,4,1
Washington,No,0,1,Employed,F,Urban,Single,Personal Auto,3,3,Branch,SUV,Medsize,0,5,1
Oregon,No,0,1,Employed,M,Suburban,Married,Corporate Auto,3,1,Agent,Two-Door Car,Small,6,6,2
Arizona,No,0,0,Employed,M,Rural,Married,Personal Auto,3,4,Call Center,Four-Door Car,Medsize,2,2,1
California,No,2,3,Unemployed,M,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Medsize,6,6,2
California,No,1,0,Employed,F,Suburban,Married,Corporate Auto,3,3,Agent,Four-Door Car,Medsize,1,7,2
Oregon,Yes,0,0,Unemployed,M,Suburban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Medsize,0,8,2
Washington,No,0,1,Unemployed,F,Suburban,Single,Corporate Auto,1,1,Branch,Four-Door Car,Large,5,6,2
Arizona,No,1,1,Employed,F,Suburban,Married,Corporate Auto,1,3,Agent,SUV,Medsize,3,4,1
California,No,0,3,Other,F,Suburban,Married,Corporate Auto,3,3,Agent,Two-Door Car,Medsize,4,3,1
California,No,0,3,Employed,F,Suburban,Divorced,Personal Auto,3,4,Web,Two-Door Car,Large,6,7,2
California,Yes,1,1,Other,F,Suburban,Single,Corporate Auto,1,1,Branch,Four-Door Car,Small,1,5,2
Nevada,No,0,1,Other,F,Suburban,Married,Personal Auto,3,1,Agent,Two-Door Car,Small,2,6,2
Nevada,No,0,1,Employed,M,Urban,Divorced,Personal Auto,1,3,Agent,Four-Door Car,Medsize,1,6,2
Oregon,No,0,3,Employed,M,Suburban,Divorced,Corporate Auto,2,1,Call Center,Luxury,Small,5,8,2
Washington,No,2,3,Other,F,Suburban,Married,Corporate Auto,2,1,Agent,Four-Door Car,Medsize,3,8,2
Nevada,No,2,1,Unemployed,F,Urban,Married,Personal Auto,2,4,Agent,Two-Door Car,Medsize,0,8,2
Oregon,No,0,4,Employed,M,Urban,Married,Personal Auto,2,2,Agent,SUV,Medsize,3,7,2
Oregon,No,2,3,Employed,F,Rural,Married,Personal Auto,3,2,Agent,SUV,Small,1,3,1
Washington,No,1,3,Unemployed,F,Suburban,Single,Corporate Auto,3,3,Agent,Four-Door Car,Medsize,1,8,2
Oregon,No,0,0,Other,F,Suburban,Married,Personal Auto,3,1,Web,Four-Door Car,Small,0,3,1
Nevada,No,0,4,Employed,F,Rural,Married,Personal Auto,3,4,Call Center,Four-Door Car,Medsize,3,1,1
Nevada,No,0,3,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Medsize,1,8,2
Oregon,No,0,1,Employed,F,Suburban,Married,Personal Auto,3,3,Call Center,SUV,Medsize,1,4,1
Arizona,No,2,3,Other,F,Suburban,Married,Personal Auto,1,4,Call Center,Four-Door Car,Medsize,0,7,2
California,No,1,1,Employed,F,Urban,Married,Personal Auto,3,1,Agent,SUV,Medsize,0,5,1
Oregon,No,0,1,Employed,M,Urban,Single,Personal Auto,3,2,Branch,Four-Door Car,Medsize,0,2,1
California,No,0,3,Employed,F,Urban,Single,Personal Auto,2,1,Web,Four-Door Car,Medsize,6,52,1
Oregon,No,2,1,Unemployed,M,Suburban,Single,Personal Auto,3,3,Agent,Four-Door Car,Small,5,2,1
California,No,0,0,Employed,M,Suburban,Married,Personal Auto,3,3,Branch,Luxury,Medsize,5,6,2
Oregon,No,0,0,Other,F,Suburban,Divorced,Personal Auto,1,2,Call Center,Four-Door Car,Medsize,2,8,2
Oregon,No,0,3,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,SUV,Medsize,2,7,2
Nevada,No,0,0,Employed,M,Urban,Married,Personal Auto,3,2,Web,Four-Door Car,Medsize,2,5,2
Oregon,No,0,3,Unemployed,F,Suburban,Married,Personal Auto,3,1,Call Center,Luxury,Medsize,1,8,2
Oregon,No,0,3,Employed,F,Rural,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large,2,1,1
Nevada,No,0,4,Employed,F,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,0,1,1
California,No,1,1,Employed,F,Rural,Divorced,Personal Auto,3,1,Branch,Four-Door Car,Medsize,1,8,2
California,No,0,3,Employed,F,Rural,Divorced,Personal Auto,3,1,Agent,SUV,Medsize,4,2,1
Oregon,No,0,1,Employed,M,Suburban,Married,Corporate Auto,3,2,Branch,SUV,Medsize,0,8,2
Arizona,Yes,0,4,Employed,M,Rural,Divorced,Personal Auto,3,2,Branch,Four-Door Car,Small,0,5,1
Arizona,No,0,4,Other,M,Urban,Married,Personal Auto,3,3,Agent,Four-Door Car,Large,6,7,2
Oregon,Yes,0,1,Employed,M,Urban,Married,Corporate Auto,3,1,Agent,SUV,Medsize,5,5,2
Arizona,No,1,0,Unemployed,M,Suburban,Single,Personal Auto,3,1,Web,Four-Door Car,Medsize,0,3,1
California,No,0,0,Employed,F,Suburban,Married,Personal Auto,1,3,Agent,Four-Door Car,Medsize,1,8,2
California,Yes,0,0,Employed,M,Rural,Married,Special Auto,3,2,Agent,Two-Door Car,Medsize,5,2,1
Oregon,No,0,4,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Medsize,4,3,1
Arizona,No,0,3,Unemployed,F,Suburban,Married,Personal Auto,3,3,Call Center,Four-Door Car,Medsize,6,5,2
Oregon,No,0,3,Other,F,Suburban,Married,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2,2,1
California,Yes,0,0,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Small,6,52,1
California,No,1,1,Employed,F,Urban,Married,Personal Auto,3,1,Call Center,Four-Door Car,Medsize,5,4,1
Oregon,No,0,3,Employed,M,Suburban,Divorced,Personal Auto,3,4,Call Center,Two-Door Car,Medsize,5,7,2
Oregon,No,0,1,Employed,F,Urban,Married,Special Auto,2,3,Agent,Four-Door Car,Medsize,3,6,2
Washington,No,2,4,Employed,F,Urban,Married,Corporate Auto,1,3,Agent,SUV,Medsize,1,5,2
California,No,2,1,Other,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Small,2,5,2
Oregon,No,2,3,Other,F,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize,0,3,1
California,No,0,4,Unemployed,M,Suburban,Married,Personal Auto,1,2,Agent,Two-Door Car,Medsize,3,5,2
Nevada,Yes,0,3,Unemployed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Large,0,2,1
California,No,0,3,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Medsize,0,1,1
Nevada,Yes,0,1,Other,M,Suburban,Married,Personal Auto,3,2,Agent,Luxury,Medsize,3,3,1
Oregon,No,0,1,Employed,M,Suburban,Married,Corporate Auto,3,3,Web,Four-Door Car,Medsize,6,8,2
Arizona,No,1,1,Unemployed,M,Suburban,Married,Personal Auto,1,2,Agent,SUV,Large,2,4,1
Washington,No,1,3,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Small,0,3,1
Nevada,No,0,4,Employed,F,Rural,Married,Personal Auto,1,2,Branch,Two-Door Car,Large,2,5,2
Arizona,Yes,1,0,Employed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2,2,1
Arizona,No,1,0,Employed,F,Rural,Divorced,Corporate Auto,3,2,Branch,Luxury,Medsize,2,7,2
Arizona,No,0,1,Employed,F,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Small,2,5,2
Oregon,No,1,3,Other,M,Suburban,Married,Personal Auto,1,1,Call Center,Luxury,Medsize,0,3,1
Washington,No,0,1,Employed,M,Rural,Married,Personal Auto,3,1,Agent,Two-Door Car,Medsize,0,9,2
Nevada,No,2,1,Employed,M,Rural,Married,Personal Auto,2,1,Web,Four-Door Car,Medsize,3,4,1
California,No,1,3,Employed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,5,7,2
Nevada,No,0,3,Employed,F,Suburban,Married,Personal Auto,2,4,Agent,Luxury,Large,0,8,2
California,No,0,4,Employed,M,Suburban,Single,Special Auto,1,2,Call Center,Two-Door Car,Medsize,5,3,1
Oregon,No,1,0,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Agent,Two-Door Car,Medsize,4,2,1
Nevada,No,0,3,Unemployed,M,Rural,Married,Personal Auto,3,4,Web,Two-Door Car,Medsize,6,3,1
Oregon,No,2,4,Employed,F,Urban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Medsize,3,1,1
Arizona,No,1,4,Unemployed,M,Suburban,Married,Corporate Auto,2,2,Call Center,Two-Door Car,Large,2,6,2
California,No,0,0,Employed,F,Rural,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,1,1,1
Oregon,No,0,1,Unemployed,M,Suburban,Divorced,Personal Auto,3,2,Agent,Luxury,Medsize,4,4,1
Arizona,No,1,0,Unemployed,M,Suburban,Married,Corporate Auto,2,1,Agent,Four-Door Car,Medsize,2,1,1
California,No,0,3,Employed,M,Suburban,Married,Corporate Auto,3,2,Web,Luxury,Medsize,0,6,2
Oregon,Yes,1,3,Other,M,Suburban,Married,Personal Auto,2,2,Agent,Two-Door Car,Medsize,0,7,2
Arizona,No,0,3,Unemployed,M,Suburban,Divorced,Corporate Auto,3,2,Branch,Four-Door Car,Small,5,4,1
Washington,No,0,3,Unemployed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize,0,2,1
Washington,No,0,0,Employed,F,Rural,Married,Personal Auto,3,3,Branch,Two-Door Car,Medsize,5,2,1
Nevada,No,0,1,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Medsize,2,2,1
Oregon,No,2,3,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Small,6,2,1
Oregon,Yes,0,1,Employed,M,Suburban,Married,Personal Auto,3,2,Call Center,SUV,Medsize,1,2,1
Arizona,No,0,0,Employed,F,Rural,Single,Personal Auto,2,1,Branch,SUV,Medsize,3,8,2
Arizona,Yes,1,1,Employed,F,Suburban,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize,6,1,1
California,No,1,0,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize,4,4,1
Arizona,No,0,0,Unemployed,M,Suburban,Single,Personal Auto,3,2,Branch,SUV,Medsize,3,2,1
Washington,No,1,3,Employed,F,Urban,Married,Corporate Auto,3,1,Branch,Four-Door Car,Medsize,1,1,1
Oregon,No,0,0,Employed,M,Suburban,Married,Personal Auto,2,2,Web,SUV,Medsize,5,8,2
Oregon,No,0,0,Employed,M,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Small,5,3,1
Arizona,No,0,0,Unemployed,M,Suburban,Single,Personal Auto,3,3,Agent,Four-Door Car,Medsize,6,52,1
California,No,1,1,Employed,M,Urban,Single,Special Auto,2,3,Branch,SUV,Small,2,6,2
Washington,Yes,0,0,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Web,Luxury,Medsize,6,52,1
Washington,No,1,3,Unemployed,M,Urban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,4,1,1
Washington,Yes,0,3,Employed,F,Rural,Single,Personal Auto,3,2,Web,Four-Door Car,Medsize,4,3,1
Arizona,No,1,0,Employed,M,Rural,Divorced,Personal Auto,3,1,Call Center,Four-Door Car,Medsize,0,1,1
California,No,2,0,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,6,2,1
Arizona,No,0,3,Unemployed,M,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,1,1,1
Arizona,No,1,3,Employed,F,Urban,Married,Corporate Auto,2,3,Call Center,SUV,Medsize,2,3,1
Oregon,No,1,0,Other,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,3,7,2
California,No,1,0,Employed,M,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,1,6,2
California,No,2,3,Employed,M,Urban,Divorced,Personal Auto,2,3,Call Center,Four-Door Car,Medsize,0,5,1
Oregon,No,1,4,Employed,M,Suburban,Single,Personal Auto,1,4,Branch,SUV,Medsize,2,1,1
California,No,1,3,Employed,M,Rural,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,3,6,2
California,No,1,4,Employed,M,Suburban,Divorced,Personal Auto,3,1,Web,Four-Door Car,Medsize,4,3,1
Nevada,No,1,1,Employed,F,Urban,Divorced,Personal Auto,2,2,Agent,Four-Door Car,Small,0,4,1
California,Yes,1,1,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,3,1,1
California,No,1,1,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Luxury,Medsize,1,3,1
Oregon,No,1,3,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Two-Door Car,Medsize,5,4,1
Washington,No,0,0,Unemployed,F,Suburban,Single,Personal Auto,1,2,Call Center,Four-Door Car,Small,4,6,2
California,Yes,0,3,Other,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2,6,2
California,No,0,0,Unemployed,M,Suburban,Single,Corporate Auto,3,3,Branch,Four-Door Car,Medsize,5,52,1
California,No,0,0,Employed,F,Suburban,Married,Personal Auto,3,4,Branch,SUV,Medsize,0,3,1
Arizona,No,0,1,Employed,M,Suburban,Married,Personal Auto,1,3,Agent,Two-Door Car,Medsize,4,3,1
Arizona,No,1,3,Employed,F,Urban,Married,Special Auto,2,3,Branch,Four-Door Car,Medsize,5,2,1
Arizona,No,2,1,Other,F,Suburban,Married,Personal Auto,1,1,Call Center,Four-Door Car,Medsize,2,6,2
California,No,1,1,Other,F,Urban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,5,1,1
Arizona,No,2,1,Other,F,Urban,Married,Personal Auto,2,2,Agent,Luxury,Medsize,0,7,2
California,No,0,1,Unemployed,F,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,6,4,1
Arizona,No,0,1,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,SUV,Medsize,5,6,2
California,No,1,1,Employed,M,Rural,Married,Personal Auto,3,2,Call Center,Two-Door Car,Medsize,0,2,1
California,Yes,1,3,Unemployed,F,Suburban,Divorced,Personal Auto,1,1,Call Center,SUV,Medsize,6,8,2
California,No,1,0,Unemployed,F,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,5,6,2
Oregon,No,2,0,Employed,F,Urban,Married,Personal Auto,3,3,Agent,SUV,Small,0,6,2
Washington,No,1,3,Employed,F,Suburban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Small,2,7,2
California,No,0,0,Employed,F,Suburban,Divorced,Personal Auto,2,3,Agent,Four-Door Car,Small,6,52,1
California,No,1,3,Unemployed,M,Suburban,Single,Personal Auto,1,1,Call Center,SUV,Medsize,0,1,1
Nevada,No,1,1,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,1,8,2
Arizona,No,0,3,Employed,F,Suburban,Single,Personal Auto,2,2,Agent,Luxury,Small,1,8,2
Nevada,No,1,0,Employed,F,Rural,Divorced,Corporate Auto,1,1,Agent,SUV,Medsize,1,4,1
Arizona,No,2,3,Employed,M,Rural,Married,Personal Auto,2,3,Agent,Four-Door Car,Medsize,3,8,2
Nevada,No,2,0,Employed,F,Rural,Divorced,Personal Auto,3,1,Agent,Luxury,Medsize,6,3,1
Arizona,No,0,4,Employed,M,Suburban,Single,Personal Auto,1,1,Agent,Two-Door Car,Medsize,0,5,1
Oregon,No,0,0,Other,M,Suburban,Married,Personal Auto,1,2,Branch,Two-Door Car,Medsize,6,6,2
California,No,1,3,Employed,M,Rural,Married,Personal Auto,1,1,Agent,Luxury,Medsize,5,7,2
